"stateName","date","Rt","Rt_0.025","Rt_0.975"
"Alabama",2020-04-30,0.8465204951,0.724521,0.959457
"Alabama",2020-05-01,1.0121329511,0.890219,1.158726
"Alabama",2020-05-02,1.5518251127,1.382702,1.718096
"Alabama",2020-05-03,1.24432516,1.096219,1.448138
"Alabama",2020-05-04,0.9546117257,0.832998,1.084769
"Alabama",2020-05-05,1.4101980841,1.266867,1.606203
"Alabama",2020-05-06,1.0230898106,0.916628,1.159329
"Alabama",2020-05-07,1.4053913966,1.274818,1.564795
"Alabama",2020-05-08,1.2769502993,1.160292,1.477833
"Alaska",2020-03-08,0,0,0
"Alaska",2020-03-09,0,0,0
"Alaska",2020-03-10,0,0,0
"Alaska",2020-03-11,0,0,0
"Alaska",2020-03-12,0,0,0
"Alaska",2020-03-13,1,1,1
"Alaska",2020-03-14,0,0,0
"Alaska",2020-03-15,0,0,0
"Alaska",2020-03-16,0,0,0
"Alaska",2020-03-17,2.7437206587,0.73813345,5.992088075
"Alaska",2020-03-18,2.0780909202,0.4748586,4.514323
"Alaska",2020-03-19,2.1110819396,0.601032975,4.66347535
"Alaska",2020-03-20,1.7894916603,0.47716945,3.571364975
"Alaska",2020-03-21,1.1212812067,0.269444025,2.424777575
"Alaska",2020-03-22,2.5672417121,1.014204875,5.4061265
"Alaska",2020-03-23,4.3796616361,2.333068,7.1029637
"Alaska",2020-03-24,1.00398713,0.35142385,1.954230225
"Alaska",2020-03-25,1.6798028069,0.718052225,3.128159225
"Alaska",2020-03-26,3.0283913821,1.713127125,4.7328097
"Alaska",2020-03-27,0.4172567773,0.103039,0.93557005
"Alaska",2020-03-28,4.4935217865,3.02080965,6.26358
"Alaska",2020-03-29,1.7811913213,1.060656925,2.595754
"Alaska",2020-03-30,1.1507672217,0.608773,1.86051
"Alaska",2020-03-31,0.5303802571,0.206107,1.011758
"Alaska",2020-04-01,1.3586541888,0.738239,2.174376925
"Alaska",2020-04-02,1.1256502234,0.590348,1.857566775
"Alaska",2020-04-03,1.3830797248,0.7888115,2.123922875
"Alaska",2020-04-04,1.3323638183,0.7470687,2.09283345
"Alaska",2020-04-05,1.2747784439,0.7152883,1.950418
"Alaska",2020-04-06,0.5123943558,0.189183525,0.978581
"Alaska",2020-04-07,2.1827669533,1.416557125,3.1364424
"Alaska",2020-04-08,1.091798887,0.587048,1.738115475
"Alaska",2020-04-09,0.7792665198,0.3794829,1.30724955
"Alaska",2020-04-10,0.9863452675,0.505288375,1.602784
"Alaska",2020-04-11,1.0055388088,0.544312,1.614925
"Alaska",2020-04-12,1.3594196979,0.79109165,2.074075
"Alaska",2020-04-13,0.4923021994,0.190118,0.938367574999999
"Alaska",2020-04-14,0.8236953858,0.387432,1.444362
"Alaska",2020-04-15,0.8602630068,0.396971,1.503138
"Alaska",2020-04-16,0.804980906,0.360831,1.46236
"Alaska",2020-04-17,1.0529118333,0.51559805,1.790221325
"Alaska",2020-04-18,0.6348504503,0.250186,1.1952109
"Alaska",2020-04-19,0.6992444117,0.265480775,1.354310975
"Alaska",2020-04-20,0.3719258674,0.08843215,0.837267725
"Alaska",2020-04-21,1.2928165389,0.601351,2.269463125
"Alaska",2020-04-22,0.9843317474,0.400475675,1.7909408
"Alaska",2020-04-23,0.4475030297,0.104543,1.0829237
"Alaska",2020-04-24,0.5296242741,0.11778435,1.282181775
"Alaska",2020-04-25,0,0,0
"Alaska",2020-04-26,0.3732237708,0.058659075,0.967081
"Alaska",2020-04-27,1.3427713787,0.488864275,2.5250256
"Alaska",2020-04-28,1.5473345977,0.628626525,2.831952675
"Alaska",2020-04-29,1.038058678,0.334520425,2.141138025
"Alaska",2020-04-30,0,0,0
"Alaska",2020-05-01,2.1251734434,1.011617675,3.636485025
"Alaska",2020-05-02,0.3754912632,0.056375975,1.0263016
"Alaska",2020-05-03,0.8695765186,0.24959585,1.870287
"Alaska",2020-05-04,0.6772707601,0.157345575,1.6358485
"Alaska",2020-05-05,0.5688598654,0.075699575,1.58669495
"Alaska",2020-05-06,0.62052527,0.09076155,1.689907825
"Alaska",2020-05-07,1.0301510746,0.229412325,2.402805575
"Alaska",2020-05-08,1.4574622475,0.41588315,3.342246675
"American Samoa",2020-03-08,0,0,0
"American Samoa",2020-03-09,0,0,0
"American Samoa",2020-03-10,0,0,0
"American Samoa",2020-03-11,0,0,0
"American Samoa",2020-03-12,0,0,0
"American Samoa",2020-03-13,0,0,0
"American Samoa",2020-03-14,0,0,0
"American Samoa",2020-03-15,0,0,0
"American Samoa",2020-03-16,0,0,0
"American Samoa",2020-03-17,0,0,0
"American Samoa",2020-03-18,0,0,0
"American Samoa",2020-03-19,0,0,0
"American Samoa",2020-03-20,0,0,0
"American Samoa",2020-03-21,0,0,0
"American Samoa",2020-03-22,0,0,0
"American Samoa",2020-03-23,0,0,0
"American Samoa",2020-03-24,0,0,0
"American Samoa",2020-03-25,0,0,0
"American Samoa",2020-03-26,0,0,0
"American Samoa",2020-03-27,0,0,0
"American Samoa",2020-03-28,0,0,0
"American Samoa",2020-03-29,0,0,0
"American Samoa",2020-03-30,0,0,0
"American Samoa",2020-03-31,0,0,0
"American Samoa",2020-04-01,0,0,0
"American Samoa",2020-04-02,0,0,0
"American Samoa",2020-04-03,0,0,0
"American Samoa",2020-04-04,0,0,0
"American Samoa",2020-04-05,0,0,0
"American Samoa",2020-04-06,0,0,0
"American Samoa",2020-04-07,0,0,0
"American Samoa",2020-04-08,0,0,0
"American Samoa",2020-04-09,0,0,0
"American Samoa",2020-04-10,0,0,0
"American Samoa",2020-04-11,0,0,0
"American Samoa",2020-04-12,0,0,0
"American Samoa",2020-04-13,0,0,0
"American Samoa",2020-04-14,0,0,0
"American Samoa",2020-04-15,0,0,0
"American Samoa",2020-04-16,0,0,0
"American Samoa",2020-04-17,0,0,0
"American Samoa",2020-04-18,0,0,0
"American Samoa",2020-04-19,0,0,0
"American Samoa",2020-04-20,0,0,0
"American Samoa",2020-04-21,0,0,0
"American Samoa",2020-04-22,0,0,0
"American Samoa",2020-04-23,0,0,0
"American Samoa",2020-04-24,0,0,0
"American Samoa",2020-04-25,0,0,0
"American Samoa",2020-04-26,0,0,0
"American Samoa",2020-04-27,0,0,0
"American Samoa",2020-04-28,0,0,0
"American Samoa",2020-04-29,0,0,0
"American Samoa",2020-04-30,0,0,0
"American Samoa",2020-05-01,0,0,0
"American Samoa",2020-05-02,0,0,0
"American Samoa",2020-05-03,0,0,0
"American Samoa",2020-05-04,0,0,0
"American Samoa",2020-05-05,0,0,0
"American Samoa",2020-05-06,0,0,0
"American Samoa",2020-05-07,0,0,0
"American Samoa",2020-05-08,0,0,0
"Arizona",2020-03-08,0,0,0
"Arizona",2020-03-09,0,0,0
"Arizona",2020-03-10,1,1,1
"Arizona",2020-03-11,1.9235274799,0.555441825,3.846623675
"Arizona",2020-03-12,0,0,0
"Arizona",2020-03-13,0,0,0
"Arizona",2020-03-14,1.7071282147,0.506525,3.77485
"Arizona",2020-03-15,0,0,0
"Arizona",2020-03-16,2.5118984749,1.021998,4.866184125
"Arizona",2020-03-17,0.7450189485,0.17335045,1.61088925
"Arizona",2020-03-18,2.3127028135,1.012,4.157782
"Arizona",2020-03-19,4.2847188537,2.608296,6.40360455
"Arizona",2020-03-20,3.0613308375,1.981632475,4.347708
"Arizona",2020-03-21,3.2271186832,2.298257,4.310923325
"Arizona",2020-03-22,2.9001657346,2.1764859,3.834056
"Arizona",2020-03-23,3.5967427487,2.909641,4.39609885
"Arizona",2020-03-24,2.5740352883,2.076393675,3.1371001
"Arizona",2020-03-25,1.6338400226,1.298914425,2.04149
"Arizona",2020-03-26,2.0585979021,1.687439,2.47451
"Arizona",2020-03-27,2.5215140251,2.112486,2.926505
"Arizona",2020-03-28,1.3640474389,1.120632,1.611606
"Arizona",2020-03-29,1.730044533,1.474633,2.023639
"Arizona",2020-03-30,2.478260907,2.173071,2.821885
"Arizona",2020-03-31,1.0947602405,0.936308,1.298589
"Arizona",2020-04-01,1.0149606759,0.829969,1.195202
"Arizona",2020-04-02,1.4843693812,1.294163,1.722622
"Arizona",2020-04-03,1.2888015487,1.108117,1.452783
"Arizona",2020-04-04,1.7730329693,1.553015,2.01289
"Arizona",2020-04-05,1.5772519587,1.39254,1.747784
"Arizona",2020-04-06,1.0898875634,0.928246,1.236465475
"Arizona",2020-04-07,0.6485681843,0.54778,0.752247
"Arizona",2020-04-08,0.9075618665,0.748598,1.050112
"Arizona",2020-04-09,1.7712187539,1.575271,1.942803
"Arizona",2020-04-10,0.497066193,0.417241,0.599542
"Arizona",2020-04-11,1.6353464892,1.402986,1.83971
"Arizona",2020-04-12,0.7957477857,0.678252,0.941989
"Arizona",2020-04-13,0.899482791,0.770071,1.044324
"Arizona",2020-04-14,0.5892902812,0.481937,0.68484
"Arizona",2020-04-15,0.9305923881,0.793137,1.1081
"Arizona",2020-04-16,1.6506713894,1.498747,1.851178
"Arizona",2020-04-17,1.4983785925,1.363369,1.689985175
"Arizona",2020-04-18,1.0697633093,0.945791,1.198873
"Arizona",2020-04-19,1.032520402,0.875661,1.167186
"Arizona",2020-04-20,0.6690333225,0.55633,0.792499
"Arizona",2020-04-21,1.0005329755,0.859401,1.150313
"Arizona",2020-04-22,1.1394055456,1.011955,1.279244
"Arizona",2020-04-23,1.5272428172,1.295708,1.728157
"Arizona",2020-04-24,1.2895933465,1.154788,1.436711
"Arizona",2020-04-25,1.0812897952,0.958178,1.218045
"Arizona",2020-04-26,1.0962062065,0.984847,1.220056
"Arizona",2020-04-27,0.8228676659,0.711038,0.952027
"Arizona",2020-04-28,1.0290736628,0.882023,1.187421
"Arizona",2020-04-29,1.1309587587,1.016127,1.26921
"Arizona",2020-04-30,1.939027035,1.767721,2.072577
"Arizona",2020-05-01,1.1721515868,1.08408,1.280735
"Arizona",2020-05-02,1.4291228325,1.278378,1.582208
"Arizona",2020-05-03,0.9308637822,0.81327,1.053524
"Arizona",2020-05-04,0.9745122815,0.860473,1.076811
"Arizona",2020-05-05,1.3044238256,1.191111,1.477429
"Arizona",2020-05-06,1.3155489603,1.187675,1.438466
"Arizona",2020-05-07,0.735302311,0.649672,0.82051
"Arizona",2020-05-08,1.8900247373,1.757005,2.041256
"Arkansas",2020-03-08,0,0,0
"Arkansas",2020-03-09,0,0,0
"Arkansas",2020-03-10,0,0,0
"Arkansas",2020-03-11,0,0,0
"Arkansas",2020-03-12,0,0,0
"Arkansas",2020-03-13,1,1,1
"Arkansas",2020-03-14,0.4565957033,0.128719175,1.012262325
"Arkansas",2020-03-15,0,0,0
"Arkansas",2020-03-16,0,0,0
"Arkansas",2020-03-17,0,0,0
"Arkansas",2020-03-18,0.3534086975,0.052912775,1.0304731
"Arkansas",2020-03-19,18.5064918755,14.222176,23.498053575
"Arkansas",2020-03-20,1.5953863973,1.114295,2.149786275
"Arkansas",2020-03-21,0.8040848864,0.515404,1.15964
"Arkansas",2020-03-22,1.6315384713,1.19682,2.164021
"Arkansas",2020-03-23,0.9091205734,0.604187,1.272497
"Arkansas",2020-03-24,0.9306244909,0.62867605,1.304359
"Arkansas",2020-03-25,2.1020070294,1.62165,2.6011836
"Arkansas",2020-03-26,1.5462969966,1.156077,2.007027
"Arkansas",2020-03-27,1.1743131501,0.848627,1.590087
"Arkansas",2020-03-28,0.7101786889,0.486439,0.988924
"Arkansas",2020-03-29,0.4729792755,0.280602,0.724506
"Arkansas",2020-03-30,1.4075760858,1.026276,1.831749
"Arkansas",2020-03-31,1.3972045371,1.05632,1.768905
"Arkansas",2020-04-01,1.5935183673,1.200621,1.997278
"Arkansas",2020-04-02,1.3817718912,1.075142,1.773136
"Arkansas",2020-04-03,1.3375518807,1.06198,1.683784
"Arkansas",2020-04-04,0.8230978246,0.588206,1.0859906
"Arkansas",2020-04-05,2.0170519032,1.654537,2.422262
"Arkansas",2020-04-06,0.7040363386,0.498042,0.953126
"Arkansas",2020-04-07,1.3847089605,1.066349,1.718428
"Arkansas",2020-04-08,0.9831587447,0.744792,1.264443
"Arkansas",2020-04-09,2.1738036002,1.783603,2.573857
"Arkansas",2020-04-10,0.7976387387,0.579258,1.047617
"Arkansas",2020-04-11,0.9084405976,0.699972425,1.154514
"Arkansas",2020-04-12,0.8476690367,0.63055,1.065632
"Arkansas",2020-04-13,2.1302076396,1.782961,2.501017
"Arkansas",2020-04-14,1.2087030039,0.99116,1.475176975
"Arkansas",2020-04-15,0.9600285653,0.764272,1.205015625
"Arkansas",2020-04-16,0.6926596146,0.519626,0.884965
"Arkansas",2020-04-17,1.0837771546,0.839908,1.335905
"Arkansas",2020-04-18,0.6952247407,0.53490495,0.891345
"Arkansas",2020-04-19,0.5712230086,0.395079775,0.767226
"Arkansas",2020-04-20,3.0941991239,2.661816,3.579374
"Arkansas",2020-04-21,0.2151355293,0.12794155,0.319759
"Arkansas",2020-04-22,3.9235911537,3.467826,4.416512
"Arkansas",2020-04-23,2.9425252496,2.660675,3.236386
"Arkansas",2020-04-24,1.4152414412,1.249563,1.638643
"Arkansas",2020-04-25,0.6413412597,0.523941,0.745894
"Arkansas",2020-04-26,0.6177959394,0.504718,0.754901
"Arkansas",2020-04-27,0.502670956,0.391248,0.636618
"Arkansas",2020-04-28,0.4642233041,0.345586,0.592495
"Arkansas",2020-04-29,0.5877195717,0.443872,0.740346
"Arkansas",2020-04-30,0.8315882424,0.656075,1.002378
"Arkansas",2020-05-01,0.5571218079,0.420251,0.701962
"Arkansas",2020-05-02,0.3774641248,0.263258,0.508527
"Arkansas",2020-05-03,0.7868339663,0.605599,1.019033
"Arkansas",2020-05-04,0.6849775333,0.513878,0.881457
"Arkansas",2020-05-05,0.4636750913,0.317892,0.645727
"Arkansas",2020-05-06,1.2707552715,1.022626,1.5387512
"Arkansas",2020-05-07,1.304810988,1.061163,1.602518
"Arkansas",2020-05-08,0.6025995094,0.425877,0.794711
"California",2020-03-08,0,0,0
"California",2020-03-09,0.5150382631,0.209592,0.937213175
"California",2020-03-10,4.5545728541,3.2576001,5.958795075
"California",2020-03-11,1.5544720518,1.0783036,2.077949
"California",2020-03-12,1.6743808859,1.22379,2.183914
"California",2020-03-13,1.9853903024,1.517509,2.518959
"California",2020-03-14,2.3939816735,1.918363,2.908721
"California",2020-03-15,0.0438646281,0.005078,0.11459425
"California",2020-03-16,4.619003431,3.991603,5.298767
"California",2020-03-17,2.0561833076,1.769339,2.373802
"California",2020-03-18,1.5217640021,1.297559,1.784243
"California",2020-03-19,1.8966503435,1.641941,2.160928
"California",2020-03-20,2.1683760982,1.881524,2.43471064999999
"California",2020-03-21,1.2147034663,1.03594,1.407304
"California",2020-03-22,1.7274171726,1.508392,1.931478
"California",2020-03-23,2.9287865624,2.675469,3.192327
"California",2020-03-24,2.0356289228,1.872888,2.199668
"California",2020-03-25,1.819592539,1.676437,1.942974
"California",2020-03-26,3.1068589094,2.917207,3.253651
"California",2020-03-27,1.8961061846,1.826386,2.024334
"California",2020-03-28,0.9463150136,0.872656,1.036063
"California",2020-03-29,1.6328460994,1.478141,1.723963
"California",2020-03-30,2.5079369827,2.412441,2.594812
"California",2020-03-31,1.6451115819,1.574644,1.71771
"California",2020-04-01,1.6386873666,1.562892,1.731592
"California",2020-04-02,1.7046298475,1.605805,1.791008
"California",2020-04-03,1.3539711637,1.314537,1.404374
"California",2020-04-04,0.8677082385,0.833882,0.893075
"California",2020-04-05,2.3097006443,2.250902,2.383811
"California",2020-04-06,0.8472636471,0.802595,0.863941
"California",2020-04-07,1.1771950949,1.11086,1.227449
"California",2020-04-08,1.3078087633,1.262457,1.356269
"California",2020-04-09,0.6534128455,0.63755,0.693666
"California",2020-04-10,1.1740960812,1.130355,1.208617
"California",2020-04-11,0.5201351891,0.480416,0.548756
"California",2020-04-12,0.9815719987,0.969362,1.017066
"California",2020-04-13,1.033827731,1.016125,1.061696
"California",2020-04-14,1.2882221777,1.214365,1.374734
"California",2020-04-15,1.143099122,1.100707,1.175082
"California",2020-04-16,0.8410228154,0.80106,0.877429
"California",2020-04-17,1.3113958343,1.244304,1.350027
"California",2020-04-18,1.0952004914,1.049475,1.140995
"California",2020-04-19,0.7676923455,0.70588,0.798623
"California",2020-04-20,1.9100088439,1.861184,1.982212
"California",2020-04-21,1.305159646,1.277808,1.337098
"California",2020-04-22,1.2784869859,1.228561,1.341249
"California",2020-04-23,1.4571216074,1.400887,1.533916
"California",2020-04-24,1.0993379336,1.049716,1.146004
"California",2020-04-25,0.6104733624,0.597115,0.633214
"California",2020-04-26,0.7494566327,0.730818,0.806927
"California",2020-04-27,0.9344551959,0.89549,0.980032
"California",2020-04-28,0.8186029908,0.791986,0.871734
"California",2020-04-29,1.8176098982,1.771175,1.901123
"California",2020-04-30,0.8537555417,0.820645,0.88465
"California",2020-05-01,1.2054117541,1.171198,1.227151
"California",2020-05-02,0.8157140085,0.762185,0.829518
"California",2020-05-03,0.9814650277,0.940742,1.03019
"California",2020-05-04,0.6309894798,0.551213,0.693324
"California",2020-05-05,1.7663303332,1.758844,1.77414
"California",2020-05-06,1.2946015164,1.289158,1.297751
"California",2020-05-07,0.88638899,0.868494,0.917743
"California",2020-05-08,0.9454410347,0.919191,0.958864
"Colorado",2020-03-08,0,0,0
"Colorado",2020-03-09,0,0,0
"Colorado",2020-03-10,1,1,1
"Colorado",2020-03-11,2.4249934073,1.417116,3.6366421
"Colorado",2020-03-12,1.3455102088,0.79162645,2.0603533
"Colorado",2020-03-13,2.461788321,1.68392995,3.400692
"Colorado",2020-03-14,1.3950235813,0.906525,1.981015
"Colorado",2020-03-15,0,0,0
"Colorado",2020-03-16,1.6688805652,1.15848,2.243755
"Colorado",2020-03-17,1.4951048986,1.04625,2.019252
"Colorado",2020-03-18,1.9270736037,1.43971,2.525924
"Colorado",2020-03-19,1.8558194793,1.40500405,2.326623
"Colorado",2020-03-20,2.2577691049,1.804057,2.748841175
"Colorado",2020-03-21,2.3254315371,1.88948,2.761736
"Colorado",2020-03-22,1.9056406567,1.600818,2.280805
"Colorado",2020-03-23,1.5727370171,1.296255,1.866651
"Colorado",2020-03-24,0.251906874,0.151505,0.377878
"Colorado",2020-03-25,4.3281817525,3.817933,5.012628
"Colorado",2020-03-26,3.6440146015,3.248463,4.017488
"Colorado",2020-03-27,0.0259364853,0.006739,0.055807
"Colorado",2020-03-28,2.2564611713,1.997649,2.464422
"Colorado",2020-03-29,3.3762830482,3.090461,3.621526
"Colorado",2020-03-30,0.0217741526,0.007528,0.045237
"Colorado",2020-03-31,3.2938523022,3.029737,3.573767
"Colorado",2020-04-01,0.0595953259,0.035074,0.091107
"Colorado",2020-04-02,1.5513963875,1.392504,1.671045
"Colorado",2020-04-03,1.5845619331,1.443126,1.70183
"Colorado",2020-04-04,1.6121870944,1.474887,1.735201
"Colorado",2020-04-05,2.4632775763,2.339075,2.621159
"Colorado",2020-04-06,0.5883556907,0.522364,0.686885
"Colorado",2020-04-07,0.6844384009,0.600728,0.760378
"Colorado",2020-04-08,0.6572051871,0.582648,0.735286
"Colorado",2020-04-09,0,0,0
"Colorado",2020-04-10,1.6994637488,1.573519,1.827934
"Colorado",2020-04-11,0.843036064,0.748668,0.951793
"Colorado",2020-04-12,2.2431508564,2.0828,2.378489
"Colorado",2020-04-13,0.8886657433,0.817975,0.996344
"Colorado",2020-04-14,0.604087862,0.542756,0.664401
"Colorado",2020-04-15,0.0170710531,0.006897,0.03217
"Colorado",2020-04-16,1.0224682379,0.895956,1.142041
"Colorado",2020-04-17,1.2469253851,1.148354,1.407845
"Colorado",2020-04-18,1.0500541318,0.957171,1.174396
"Colorado",2020-04-19,2.0145903335,1.861336,2.130535
"Colorado",2020-04-20,0,0,0
"Colorado",2020-04-21,1.8236297916,1.744059,1.962564
"Colorado",2020-04-22,0.8944804158,0.803479,0.98735
"Colorado",2020-04-23,0.8338746098,0.738114,0.916625
"Colorado",2020-04-24,2.1761991072,2.067318,2.309964
"Colorado",2020-04-25,1.300529454,1.199086,1.426896
"Colorado",2020-04-26,0.8122925852,0.742983,0.900159
"Colorado",2020-04-27,0.7825192003,0.699887,0.854837
"Colorado",2020-04-28,0.8053595406,0.746888,0.872638
"Colorado",2020-04-29,0.859160286,0.785476,0.914876
"Colorado",2020-04-30,1.0433556845,0.969757,1.076532
"Colorado",2020-05-01,0.9999829446,0.956961,1.045264
"Colorado",2020-05-02,0.8508895116,0.782425,0.910519
"Colorado",2020-05-03,0.8248467436,0.728169,0.910162
"Colorado",2020-05-04,0.5917415734,0.533911,0.635644
"Colorado",2020-05-05,1.0138426246,0.943485,1.081754
"Colorado",2020-05-06,1.0329395585,0.969726,1.130983
"Colorado",2020-05-07,1.208903158,1.105926,1.306224
"Colorado",2020-05-08,0.9656109411,0.876868,1.053399
"Connecticut",2020-03-08,0,0,0
"Connecticut",2020-03-09,0,0,0
"Connecticut",2020-03-10,1,1,1
"Connecticut",2020-03-11,2.7437206587,0.73813345,5.992088075
"Connecticut",2020-03-12,2.3015788379,0.520283,4.871041775
"Connecticut",2020-03-13,3.9382309947,1.6404034,7.448739875
"Connecticut",2020-03-14,4.2018028265,2.270674075,6.69329
"Connecticut",2020-03-15,0.3441477423,0.0519188,0.917874
"Connecticut",2020-03-16,4.0311981375,2.376407,6.0521959
"Connecticut",2020-03-17,3.8369003211,2.578578425,5.272452
"Connecticut",2020-03-18,2.5051439708,1.66881065,3.488667175
"Connecticut",2020-03-19,4.2575691947,3.337688,5.3489193
"Connecticut",2020-03-20,1.4701341377,1.012695,1.979435
"Connecticut",2020-03-21,0,0,0
"Connecticut",2020-03-22,4.944838659,4.16423,5.854269175
"Connecticut",2020-03-23,1.7719836112,1.426962875,2.144041
"Connecticut",2020-03-24,3.4752360818,3.028074,4.003411
"Connecticut",2020-03-25,2.9209615609,2.590391,3.29234
"Connecticut",2020-03-26,1.1377737355,0.949061,1.338198
"Connecticut",2020-03-27,2.2073714901,1.990358,2.486032
"Connecticut",2020-03-28,1.5200955707,1.33391,1.690527
"Connecticut",2020-03-29,2.7854537793,2.482809,3.088013
"Connecticut",2020-03-30,2.5789110978,2.363658,2.753268
"Connecticut",2020-03-31,1.9361678741,1.765399,2.082582
"Connecticut",2020-04-01,1.2711220928,1.170536,1.432406
"Connecticut",2020-04-02,0.7521157767,0.659723,0.834828
"Connecticut",2020-04-03,3.2117210348,3.023875,3.354283
"Connecticut",2020-04-04,0.78275996,0.68294,0.854455
"Connecticut",2020-04-05,0.8682913439,0.764988,0.951203
"Connecticut",2020-04-06,2.7803845681,2.633409,2.917124
"Connecticut",2020-04-07,1.5000846027,1.391692,1.579384
"Connecticut",2020-04-08,0,0,0
"Connecticut",2020-04-09,3.139787088,2.973957,3.259276
"Connecticut",2020-04-10,0.8319238112,0.785807,0.888088
"Connecticut",2020-04-11,1.0747763169,0.998899,1.149224
"Connecticut",2020-04-12,0.593138086,0.519817,0.638428
"Connecticut",2020-04-13,1.6009694175,1.4881,1.671653
"Connecticut",2020-04-14,0.6629660518,0.633716,0.696255
"Connecticut",2020-04-15,0.8902730854,0.797806,0.956691
"Connecticut",2020-04-16,1.3250122702,1.25441,1.423379
"Connecticut",2020-04-17,1.0151068808,0.973261,1.066476
"Connecticut",2020-04-18,0.8174572259,0.764821,0.879685
"Connecticut",2020-04-19,0.4638412055,0.42042,0.511845
"Connecticut",2020-04-20,2.3393622616,2.278122,2.441924
"Connecticut",2020-04-21,0.5532097719,0.502511,0.605451
"Connecticut",2020-04-22,2.3245312098,2.280231,2.377789
"Connecticut",2020-04-23,0.5538278016,0.512252,0.61536
"Connecticut",2020-04-24,0.8165314652,0.765477,0.84688
"Connecticut",2020-04-25,0.6501384145,0.603563,0.705091
"Connecticut",2020-04-26,0.7197325658,0.665142,0.76509
"Connecticut",2020-04-27,0.8088909512,0.741905,0.845771
"Connecticut",2020-04-28,0.371161282,0.324501,0.400996
"Connecticut",2020-04-29,0.5858653342,0.538672,0.644949
"Connecticut",2020-04-30,1.3058869626,1.229389,1.340399
"Connecticut",2020-05-01,1.4046964313,1.345119,1.498623
"Connecticut",2020-05-02,0.6670914079,0.623931,0.71586
"Connecticut",2020-05-03,0,0,0
"Connecticut",2020-05-04,0.912513976,0.852025,0.967823
"Connecticut",2020-05-05,0.86790955,0.784657,0.909176
"Connecticut",2020-05-06,0.518840477,0.481794,0.589957
"Connecticut",2020-05-07,1.2023742115,1.102328,1.329826
"Connecticut",2020-05-08,0.9075420089,0.85881,1.021698
"Delaware",2020-03-08,0,0,0
"Delaware",2020-03-09,0,0,0
"Delaware",2020-03-10,0,0,0
"Delaware",2020-03-11,1,1,1
"Delaware",2020-03-12,0,0,0
"Delaware",2020-03-13,3.7754373371,1.255134075,7.58886607499999
