"stateName","date","Rt","Rt_0.025","Rt_0.975"
"Alaska",2020-04-15,0.895331728,0.4442299,1.498432075
"Alaska",2020-04-16,0.9261143371,0.46896865,1.526499775
"Alaska",2020-04-17,0.8658329003,0.432773,1.45697
"Alaska",2020-04-18,0.9088665549,0.4325066,1.596211
"Alaska",2020-04-19,0.7523104574,0.327282325,1.335704
"Alaska",2020-04-20,0.7981610202,0.34767495,1.418070775
"Alaska",2020-04-21,0.8418289933,0.37519465,1.511430975
"Alaska",2020-04-22,0.7803680808,0.316977325,1.419976
"Alaska",2020-04-23,0.8223685422,0.3410209,1.50289015
"Alaska",2020-04-24,0.7453102639,0.2799572,1.415245025
"Alaska",2020-04-25,0.6695181595,0.237756475,1.355700675
"Alaska",2020-04-26,0.5885884159,0.164327,1.31400525
"Alaska",2020-04-27,0.8005781207,0.275071175,1.673223825
"Alaska",2020-04-28,0.88891961,0.308766,1.826678325
"Alaska",2020-04-29,0.7376381764,0.2111756,1.544049
"Alaska",2020-04-30,0.7942481886,0.219377875,1.7207457
"Alaska",2020-05-01,1.0608309611,0.376613825,2.1311748
"Alaska",2020-05-02,1.0981801011,0.365781,2.208399025
"Alaska",2020-05-03,1.0916254208,0.372480025,2.215434425
"Alaska",2020-05-04,1.1276769638,0.4111527,2.233048175
"Alaska",2020-05-05,0.9272739422,0.272977,1.9095872
"Alaska",2020-05-06,0.9429635743,0.271861125,1.991045
"Alaska",2020-05-07,1.0597724382,0.31768325,2.252781025
"Alaska",2020-05-08,0.7863759842,0.17368735,1.902817825
"American Samoa",2020-03-14,0,0,0
"American Samoa",2020-03-15,0,0,0
"American Samoa",2020-03-16,0,0,0
"American Samoa",2020-03-17,0,0,0
"American Samoa",2020-03-18,0,0,0
"American Samoa",2020-03-19,0,0,0
"American Samoa",2020-03-20,0,0,0
"American Samoa",2020-03-21,0,0,0
"American Samoa",2020-03-22,0,0,0
"American Samoa",2020-03-23,0,0,0
"American Samoa",2020-03-24,0,0,0
"American Samoa",2020-03-25,0,0,0
"American Samoa",2020-03-26,0,0,0
"American Samoa",2020-03-27,0,0,0
"American Samoa",2020-03-28,0,0,0
"American Samoa",2020-03-29,0,0,0
"American Samoa",2020-03-30,0,0,0
"American Samoa",2020-03-31,0,0,0
"American Samoa",2020-04-01,0,0,0
"American Samoa",2020-04-02,0,0,0
"American Samoa",2020-04-03,0,0,0
"American Samoa",2020-04-04,0,0,0
"American Samoa",2020-04-05,0,0,0
"American Samoa",2020-04-06,0,0,0
"American Samoa",2020-04-07,0,0,0
"American Samoa",2020-04-08,0,0,0
"American Samoa",2020-04-09,0,0,0
"American Samoa",2020-04-10,0,0,0
"American Samoa",2020-04-11,0,0,0
"American Samoa",2020-04-12,0,0,0
"American Samoa",2020-04-13,0,0,0
"American Samoa",2020-04-14,0,0,0
"American Samoa",2020-04-15,0,0,0
"American Samoa",2020-04-16,0,0,0
"American Samoa",2020-04-17,0,0,0
"American Samoa",2020-04-18,0,0,0
"American Samoa",2020-04-19,0,0,0
"American Samoa",2020-04-20,0,0,0
"American Samoa",2020-04-21,0,0,0
"American Samoa",2020-04-22,0,0,0
"American Samoa",2020-04-23,0,0,0
"American Samoa",2020-04-24,0,0,0
"American Samoa",2020-04-25,0,0,0
"American Samoa",2020-04-26,0,0,0
"American Samoa",2020-04-27,0,0,0
"American Samoa",2020-04-28,0,0,0
"American Samoa",2020-04-29,0,0,0
"American Samoa",2020-04-30,0,0,0
"American Samoa",2020-05-01,0,0,0
"American Samoa",2020-05-02,0,0,0
"American Samoa",2020-05-03,0,0,0
"American Samoa",2020-05-04,0,0,0
"American Samoa",2020-05-05,0,0,0
"American Samoa",2020-05-06,0,0,0
"American Samoa",2020-05-07,0,0,0
"American Samoa",2020-05-08,0,0,0
"Arizona",2020-03-14,0,0,0
"Arizona",2020-03-15,1.4500737142,0.299011625,3.922710575
"Arizona",2020-03-16,1.41269782,0.3333739,3.034072425
"Arizona",2020-03-17,1.704710186,0.40751195,3.708514875
"Arizona",2020-03-18,1.9459959388,0.57782905,4.3232142
"Arizona",2020-03-19,3.1441103489,1.28857055,5.453755775
"Arizona",2020-03-20,3.0927208015,1.527709,5.286370375
"Arizona",2020-03-21,3.2957204051,1.8857599,5.10262785
"Arizona",2020-03-22,3.1899411568,2.011894,4.650937975
"Arizona",2020-03-23,3.4038694578,2.341526,4.642958625
"Arizona",2020-03-24,3.2777395617,2.415307,4.305245
"Arizona",2020-03-25,2.7876456476,2.11581,3.56629
"Arizona",2020-03-26,2.584199004,2.029469,3.268926
"Arizona",2020-03-27,2.5688404995,2.07968,3.111311
"Arizona",2020-03-28,2.2159878815,1.806112,2.65234
"Arizona",2020-03-29,2.0932098081,1.720544525,2.502416
"Arizona",2020-03-30,2.0908367545,1.750386075,2.440571
"Arizona",2020-03-31,1.8138552936,1.542674,2.146138
"Arizona",2020-04-01,1.6646928185,1.415748,1.959761
"Arizona",2020-04-02,1.6155604173,1.389332,1.85337
"Arizona",2020-04-03,1.4705282686,1.238626,1.732038
"Arizona",2020-04-04,1.5198894482,1.287594,1.75138
"Arizona",2020-04-05,1.5245012588,1.334809,1.735335
"Arizona",2020-04-06,1.3436709411,1.163813,1.538134
"Arizona",2020-04-07,1.2464516758,1.065809,1.458699
"Arizona",2020-04-08,1.2197764031,1.072035,1.416248
"Arizona",2020-04-09,1.2790847935,1.119892,1.451029
"Arizona",2020-04-10,1.1319621346,0.968172,1.295154
"Arizona",2020-04-11,1.1378804818,0.997244,1.308907
"Arizona",2020-04-12,1.0397828614,0.896631,1.176196
"Arizona",2020-04-13,1.0148027769,0.897631,1.157581
"Arizona",2020-04-14,0.9958775994,0.855681,1.137821
"Arizona",2020-04-15,1.0015245958,0.87409,1.158271
"Arizona",2020-04-16,0.9953273119,0.868206,1.129002
"Arizona",2020-04-17,1.1294276065,0.967624,1.270987
"Arizona",2020-04-18,1.0680489649,0.940579,1.21066
"Arizona",2020-04-19,1.0811872112,0.919267,1.260559
"Arizona",2020-04-20,1.0501473867,0.909177,1.188055
"Arizona",2020-04-21,1.1128109614,0.950321,1.24837
"Arizona",2020-04-22,1.1479260773,0.997999,1.265961
"Arizona",2020-04-23,1.1352355617,0.994614,1.290759
"Arizona",2020-04-24,1.1034559615,0.963747,1.245441
"Arizona",2020-04-25,1.1070693883,0.995235,1.272157
"Arizona",2020-04-26,1.1105879039,0.995789,1.244177
"Arizona",2020-04-27,1.1280251382,0.990529,1.275718
"Arizona",2020-04-28,1.1391468287,0.987078,1.290303
"Arizona",2020-04-29,1.1384996813,1.021954,1.263703
"Arizona",2020-04-30,1.2071854397,1.06562,1.366967
"Arizona",2020-05-01,1.1925026753,1.046478,1.338518
"Arizona",2020-05-02,1.240655801,1.121338,1.399353
"Arizona",2020-05-03,1.2034744125,1.073349,1.36669
"Arizona",2020-05-04,1.2245424136,1.041418,1.375695
"Arizona",2020-05-05,1.2454948228,1.103231,1.344874
"Arizona",2020-05-06,1.271310983,1.172038,1.431439
"Arizona",2020-05-07,1.1270776125,1.025212,1.237233
"Arizona",2020-05-08,1.2162126505,1.109698,1.328679
"Arkansas",2020-03-14,0,0,0
"Arkansas",2020-03-15,1.4500737142,0.299011625,3.922710575
"Arkansas",2020-03-16,1.41269782,0.3333739,3.034072425
"Arkansas",2020-03-17,1.704710186,0.40751195,3.708514875
"Arkansas",2020-03-18,1.444830922,0.309009825,3.446668225
"Arkansas",2020-03-19,6.063383571,3.164422,9.51981685
"Arkansas",2020-03-20,3.7349639367,2.161861175,5.680955
"Arkansas",2020-03-21,2.6562900667,1.575419,4.064469
"Arkansas",2020-03-22,2.7869368688,1.836214,3.9481347
"Arkansas",2020-03-23,2.3209672719,1.537705,3.268263
"Arkansas",2020-03-24,2.1270492495,1.437914,2.917714575
"Arkansas",2020-03-25,2.2435492065,1.588689,2.976268
"Arkansas",2020-03-26,1.7804628264,1.281966,2.3862441
"Arkansas",2020-03-27,1.6451646725,1.160663,2.172617
"Arkansas",2020-03-28,1.4878235858,1.0649543,1.971359
"Arkansas",2020-03-29,1.2662768549,0.897296,1.706252
"Arkansas",2020-03-30,1.3192691414,0.929041,1.72618
"Arkansas",2020-03-31,1.3320840213,0.98211265,1.745562
"Arkansas",2020-04-01,1.2743222826,0.928338,1.68148
"Arkansas",2020-04-02,1.2112177074,0.879581,1.582797
"Arkansas",2020-04-03,1.2534917863,0.931475,1.621218
"Arkansas",2020-04-04,1.2237714925,0.929151,1.599211
"Arkansas",2020-04-05,1.4571158339,1.089946,1.857526
"Arkansas",2020-04-06,1.3403968641,1.023682,1.711051
"Arkansas",2020-04-07,1.3215114787,1.021106,1.698041
"Arkansas",2020-04-08,1.2419450052,0.947718,1.576218
"Arkansas",2020-04-09,1.3500660921,1.033465125,1.660274
"Arkansas",2020-04-10,1.2634666356,0.989144,1.55866
"Arkansas",2020-04-11,1.2731539728,0.961568,1.607896
"Arkansas",2020-04-12,1.0989593317,0.869808375,1.39275315
"Arkansas",2020-04-13,1.3160290166,1.047452,1.649749
"Arkansas",2020-04-14,1.2730059143,0.9949656,1.573867
"Arkansas",2020-04-15,1.2669596233,1.017894,1.542442
"Arkansas",2020-04-16,1.0656388839,0.851903,1.326555
"Arkansas",2020-04-17,1.1160990951,0.893864,1.336695675
"Arkansas",2020-04-18,1.0635418546,0.846048,1.309506
"Arkansas",2020-04-19,1.0391539784,0.809554,1.330955275
"Arkansas",2020-04-20,1.1658445313,0.932651,1.415712
"Arkansas",2020-04-21,0.9906106576,0.770657,1.212863
"Arkansas",2020-04-22,1.4023342543,1.12332,1.69545235
"Arkansas",2020-04-23,1.8307975468,1.536314,2.140366
"Arkansas",2020-04-24,1.8225711969,1.537585,2.089764
"Arkansas",2020-04-25,1.6614425561,1.427929,1.935497
"Arkansas",2020-04-26,1.564443046,1.329501,1.797938
"Arkansas",2020-04-27,1.286590954,1.093499,1.465779
"Arkansas",2020-04-28,1.2757492634,1.096832,1.462433
"Arkansas",2020-04-29,0.9780450698,0.817027,1.13654
"Arkansas",2020-04-30,0.7459744043,0.613796,0.901064
"Arkansas",2020-05-01,0.6044423471,0.475524,0.733025
"Arkansas",2020-05-02,0.5658919812,0.438899,0.715941
"Arkansas",2020-05-03,0.5758108269,0.441347,0.752318
"Arkansas",2020-05-04,0.6054927142,0.48043,0.765824449999998
"Arkansas",2020-05-05,0.6177422353,0.475572,0.766934699999999
"Arkansas",2020-05-06,0.6908493256,0.532504,0.879921
"Arkansas",2020-05-07,0.7489125366,0.586212,0.946618
"Arkansas",2020-05-08,0.757855841,0.59706,0.953461
"California",2020-03-14,0,0,0
"California",2020-03-15,0.9810930871,0.700625,1.306975
"California",2020-03-16,1.6342215309,1.267338,2.049308
"California",2020-03-17,1.6005063068,1.271144,1.98681
"California",2020-03-18,1.5579460638,1.282986,1.919549
"California",2020-03-19,1.6444756627,1.346863,1.95341
"California",2020-03-20,1.7327969455,1.467418,2.042062025
"California",2020-03-21,1.5920855953,1.35842,1.847182
"California",2020-03-22,1.7266023495,1.488982,2.014516
"California",2020-03-23,1.8150894064,1.574913,2.083983
"California",2020-03-24,1.8669479593,1.601504,2.135835
"California",2020-03-25,1.871483217,1.679047,2.083415
"California",2020-03-26,2.1307126178,1.918836,2.340817
"California",2020-03-27,2.072630642,1.886014,2.216662
"California",2020-03-28,1.8847172874,1.69186,2.026525
"California",2020-03-29,1.8258791722,1.705788,1.991642
"California",2020-03-30,1.918667465,1.78815,2.004812
"California",2020-03-31,1.8342227311,1.72897,1.956261
"California",2020-04-01,1.8066131241,1.652788,1.960799
"California",2020-04-02,1.692663661,1.590454,1.789058
"California",2020-04-03,1.6067138337,1.52229,1.668675
"California",2020-04-04,1.5422559408,1.46115,1.611587
"California",2020-04-05,1.6677224541,1.563863,1.756791
"California",2020-04-06,1.4258621979,1.387994,1.505322
"California",2020-04-07,1.3345321523,1.280015,1.395978
"California",2020-04-08,1.3295710462,1.274188,1.400586
"California",2020-04-09,1.1799215826,1.118251,1.238305
"California",2020-04-10,1.1787404834,1.107671,1.239536
"California",2020-04-11,1.1046315144,1.054312,1.160469
"California",2020-04-12,0.9665461138,0.94492,1.003672
"California",2020-04-13,0.9747868395,0.949739,1.023655
"California",2020-04-14,0.9733744565,0.929407,1.044988
"California",2020-04-15,0.9599741364,0.91019,1.019227
"California",2020-04-16,0.9940116895,0.924877,1.021291
"California",2020-04-17,0.9966129818,0.943725,1.057996
"California",2020-04-18,1.1021561068,1.024291,1.131497
"California",2020-04-19,1.0706307485,0.98954,1.091031
"California",2020-04-20,1.1861873683,1.131771,1.233974
"California",2020-04-21,1.1986285722,1.142196,1.287281
"California",2020-04-22,1.207188074,1.141031,1.252466
"California",2020-04-23,1.3109464438,1.263283,1.353572
"California",2020-04-24,1.2857976994,1.2507,1.299469
"California",2020-04-25,1.1717760278,1.127553,1.236962
"California",2020-04-26,1.1740809515,1.116899,1.220302
"California",2020-04-27,1.0531924165,1.024132,1.084178
"California",2020-04-28,0.9947685584,0.962478,1.040493
"California",2020-04-29,1.0735083318,1.022857,1.106906
"California",2020-04-30,0.9760535261,0.909692,1.031504
"California",2020-05-01,0.9596438295,0.933931,1.014066
"California",2020-05-02,1.0215035694,0.956668,1.080746
"California",2020-05-03,1.0387064102,0.976687,1.11523
"California",2020-05-04,0.9825141368,0.963872,1.03162
"California",2020-05-05,1.1250119633,1.098269,1.147005
"California",2020-05-06,1.0711535714,1.056272,1.091248
"California",2020-05-07,1.0814711117,1.014452,1.10252
"California",2020-05-08,1.0265828829,0.983648,1.052071
"Colorado",2020-03-14,0,0,0
"Colorado",2020-03-15,1.0898748174,0.608061,1.67909
"Colorado",2020-03-16,1.4493006477,0.869647825,2.162775
"Colorado",2020-03-17,1.5233076061,0.997669,2.179854
"Colorado",2020-03-18,1.6101093919,1.08410065,2.245709
"Colorado",2020-03-19,1.6789144692,1.166266,2.284491375
"Colorado",2020-03-20,1.7966526829,1.2656962,2.353486
"Colorado",2020-03-21,1.947837377,1.471249675,2.534945
"Colorado",2020-03-22,2.1091488381,1.687378,2.671401
"Colorado",2020-03-23,1.9891016636,1.580636,2.439847
"Colorado",2020-03-24,1.6139066655,1.281847,1.966328
"Colorado",2020-03-25,2.0817579749,1.703054,2.543858
"Colorado",2020-03-26,2.4508538191,2.052533,2.889203
"Colorado",2020-03-27,1.7849380191,1.556072,2.065791
"Colorado",2020-03-28,1.8490446611,1.596897,2.124911
"Colorado",2020-03-29,2.1655307505,1.915931,2.446241
"Colorado",2020-03-30,1.6961725041,1.496391,1.904472
"Colorado",2020-03-31,2.0788283384,1.870533,2.274255
"Colorado",2020-04-01,1.5097345625,1.35202,1.668423125
"Colorado",2020-04-02,1.3668609076,1.225409,1.500812
"Colorado",2020-04-03,1.5492420059,1.406804,1.686696
"Colorado",2020-04-04,1.4946419497,1.393895,1.636005
"Colorado",2020-04-05,1.4879461537,1.3607,1.618457
"Colorado",2020-04-06,1.4833034955,1.278874,1.612169
"Colorado",2020-04-07,1.1520544233,1.042558,1.273535
"Colorado",2020-04-08,1.2463243212,1.143103,1.367091
"Colorado",2020-04-09,1.0226849915,0.927413,1.141421
"Colorado",2020-04-10,1.0830908203,0.983989,1.187579
"Colorado",2020-04-11,1.0215673713,0.894183,1.164401
"Colorado",2020-04-12,1.0207045997,0.883364,1.131742
"Colorado",2020-04-13,1.0825541158,0.970382,1.200502
"Colorado",2020-04-14,1.0795186238,0.980977,1.164709
"Colorado",2020-04-15,0.9619226557,0.836802,1.058013
"Colorado",2020-04-16,1.1069482939,0.985526,1.231478
"Colorado",2020-04-17,1.0386788994,0.927573,1.146917
"Colorado",2020-04-18,1.0560261407,0.909014,1.144499
"Colorado",2020-04-19,0.9922599161,0.890483,1.100053
"Colorado",2020-04-20,0.8391303737,0.741199,0.92954
"Colorado",2020-04-21,1.0614888044,0.951849,1.159301
"Colorado",2020-04-22,1.2417441615,1.122853,1.331035
"Colorado",2020-04-23,1.1998443294,1.107626,1.324438
"Colorado",2020-04-24,1.3804694459,1.276274,1.507156
"Colorado",2020-04-25,1.4372135445,1.352008,1.510197
"Colorado",2020-04-26,1.2627911079,1.137372,1.357244
"Colorado",2020-04-27,1.3559954464,1.274142,1.428095
"Colorado",2020-04-28,1.1740309946,1.084179,1.244511
"Colorado",2020-04-29,1.1520693025,1.050661,1.271971
"Colorado",2020-04-30,1.1610636542,1.062039,1.251399
"Colorado",2020-05-01,1.008423245,0.927891,1.125918925
"Colorado",2020-05-02,0.9268802962,0.849003,0.99433
"Colorado",2020-05-03,0.9161855315,0.835378,0.991595
"Colorado",2020-05-04,0.8793894349,0.809201,0.99387
"Colorado",2020-05-05,0.9002114213,0.818015,0.959462
"Colorado",2020-05-06,0.9282754733,0.807739,1.039622
"Colorado",2020-05-07,0.9446667239,0.860769,1.026403
"Colorado",2020-05-08,0.9205608062,0.814977,1.012887
"Connecticut",2020-03-14,0,0,0
"Connecticut",2020-03-15,1.2530995244,0.416951,2.563641875
"Connecticut",2020-03-16,1.7581541849,0.7318229,3.180542425
"Connecticut",2020-03-17,2.3158825139,1.194500575,3.816722
"Connecticut",2020-03-18,2.3444888077,1.3203734,3.769054
"Connecticut",2020-03-19,2.689032432,1.701485375,3.897963
"Connecticut",2020-03-20,2.3332065755,1.556575225,3.247451
"Connecticut",2020-03-21,1.7042076496,1.109474,2.397304
"Connecticut",2020-03-22,2.571753261,1.889175775,3.376584075
"Connecticut",2020-03-23,2.3915963963,1.810248,3.037564
"Connecticut",2020-03-24,2.7381512104,2.181206,3.413331
"Connecticut",2020-03-25,2.8730570038,2.39049,3.404949
"Connecticut",2020-03-26,2.3353339163,1.921401,2.807655
"Connecticut",2020-03-27,2.3863636807,2.051036,2.751926
"Connecticut",2020-03-28,2.2861274741,1.976349,2.663211
"Connecticut",2020-03-29,2.3407211486,2.055196,2.659544
"Connecticut",2020-03-30,2.4318761475,2.171076,2.726757
"Connecticut",2020-03-31,2.2478389869,2.0233279,2.428632
"Connecticut",2020-04-01,1.9621032077,1.76571,2.210152
"Connecticut",2020-04-02,1.7559930003,1.543623,1.932342
"Connecticut",2020-04-03,1.9947370576,1.854942,2.139876
"Connecticut",2020-04-04,1.735404099,1.59292,1.905399
"Connecticut",2020-04-05,1.518486696,1.359784,1.61677
"Connecticut",2020-04-06,1.6572345407,1.549147,1.769816
"Connecticut",2020-04-07,1.5661746627,1.43817,1.680916
"Connecticut",2020-04-08,1.3209173895,1.187247,1.441118
"Connecticut",2020-04-09,1.7255747052,1.599053,1.873383
"Connecticut",2020-04-10,1.4501880898,1.354494,1.518432
"Connecticut",2020-04-11,1.4910659785,1.388663,1.552817
"Connecticut",2020-04-12,1.3786179173,1.290153,1.480814
"Connecticut",2020-04-13,1.3351799053,1.255273,1.404758
"Connecticut",2020-04-14,1.2083122149,1.152283,1.316205
"Connecticut",2020-04-15,1.3243131925,1.29483,1.360319
"Connecticut",2020-04-16,1.0857868049,1.011992,1.157519
"Connecticut",2020-04-17,1.098802375,1.061009,1.168593
"Connecticut",2020-04-18,1.0468912993,0.971354,1.118363
"Connecticut",2020-04-19,1.0063635976,0.948716,1.098781
"Connecticut",2020-04-20,1.0964785947,1.03006,1.186985
"Connecticut",2020-04-21,1.0767814279,1.037267,1.151408
"Connecticut",2020-04-22,1.2826941242,1.23319,1.342117
"Connecticut",2020-04-23,1.1320792288,1.10243,1.174909
"Connecticut",2020-04-24,1.1012381453,1.036876,1.14996
"Connecticut",2020-04-25,1.0681189315,0.983802,1.156079
"Connecticut",2020-04-26,1.1086053981,1.031326,1.182909
"Connecticut",2020-04-27,0.9177790714,0.843949,0.97222
"Connecticut",2020-04-28,0.8966645408,0.837925,0.951815
"Connecticut",2020-04-29,0.6533199298,0.622188,0.694297
"Connecticut",2020-04-30,0.7510246865,0.691427,0.789934
"Connecticut",2020-05-01,0.8061721194,0.759626,0.891122
"Connecticut",2020-05-02,0.8312936559,0.768956,0.897516
"Connecticut",2020-05-03,0.735441574,0.683462,0.802373
"Connecticut",2020-05-04,0.7546586381,0.717177,0.784074
"Connecticut",2020-05-05,0.8410165533,0.782703,0.939193
"Connecticut",2020-05-06,0.8689426292,0.810269,0.94147
"Connecticut",2020-05-07,0.8572899338,0.79315,0.916052
"Connecticut",2020-05-08,0.797214757,0.739817,0.848375
"Delaware",2020-03-14,0,0,0
"Delaware",2020-03-15,2.0316123039,0.20741185,5.11733795
"Delaware",2020-03-16,2.7548321684,0.74081025,5.991560075
"Delaware",2020-03-17,3.3286114672,0.956511,6.486809425
"Delaware",2020-03-18,2.0068676247,0.586285075,4.372673
"Delaware",2020-03-19,2.7640034962,1.0091699,4.976799575
"Delaware",2020-03-20,1.9868402406,0.790280125,3.7104071
"Delaware",2020-03-21,2.0687785963,0.868274825,3.844437825
"Delaware",2020-03-22,2.2783487545,1.071949725,4.027113225
"Delaware",2020-03-23,2.0527802985,0.98195295,3.496857225
"Delaware",2020-03-24,2.4711760087,1.331834,3.933377
"Delaware",2020-03-25,2.2314386179,1.28142105,3.49561985
"Delaware",2020-03-26,1.8647012437,1.06279505,2.89323005
"Delaware",2020-03-27,1.9406883608,1.185194825,2.960408075
"Delaware",2020-03-28,2.3020277811,1.52931575,3.26713955
"Delaware",2020-03-29,1.9580470194,1.284520925,2.796099
"Delaware",2020-03-30,1.8134863564,1.220304,2.5138596
"Delaware",2020-03-31,1.7755751578,1.208726,2.4228179
"Delaware",2020-04-01,1.8127977415,1.3047974,2.3833987
"Delaware",2020-04-02,1.6791026573,1.205073,2.25495695
"Delaware",2020-04-03,1.6211916976,1.183705,2.140988
"Delaware",2020-04-04,1.9756117404,1.506771,2.486893
"Delaware",2020-04-05,1.9311568404,1.494668,2.450557
"Delaware",2020-04-06,1.9856438412,1.542196,2.452531
"Delaware",2020-04-07,1.9597574294,1.566034,2.401228
"Delaware",2020-04-08,2.0606232358,1.712383,2.482847
"Delaware",2020-04-09,1.9071574223,1.570229,2.286486
"Delaware",2020-04-10,1.766343636,1.509784,2.127654
"Delaware",2020-04-11,1.578461232,1.301652,1.841468
"Delaware",2020-04-12,1.5469307337,1.30091015,1.820195
"Delaware",2020-04-13,1.4336391896,1.233829,1.678982
"Delaware",2020-04-14,1.3736787111,1.14218615,1.556288
"Delaware",2020-04-15,1.176340097,1.00013,1.376748
"Delaware",2020-04-16,1.0844227941,0.91074,1.278803
